,Overall_TNR,Overall_TPR,Q1_TNR,Q1_TPR,Q2_TNR,Q2_TPR,Q3_TNR,Q3_TPR,Q4_TNR,Q4_TPR
and_Vinyl_random_forest,0.7676842889054356,0.6869747899159664,0.8090185676392573,0.6487341772151899,0.79375,0.6487935656836461,0.7507507507507507,0.7186629526462396,0.7092651757188498,0.7263157894736842
and_Vinyl_svm,0.8123603871928519,0.5994397759103641,0.8779840848806366,0.5189873417721519,0.840625,0.517426273458445,0.7837837837837838,0.6740947075208914,0.7348242811501597,0.6763157894736842
