,Overall_TNR,Overall_TPR,Q1_TNR,Q1_TPR,Q2_TNR,Q2_TPR,Q3_TNR,Q3_TPR,Q4_TNR,Q4_TPR
SVM,0.8091603053435115,0.6081424936386769,0.8779840848806366,0.5189873417721519,0.840625,0.517426273458445,0.7837837837837838,0.6740947075208914,0.7348242811501597,0.6763157894736842
